Siniestro,DENUNCIA,Pieza,Tarea,Horas,pieza_normalizada
10998/2021,M353550,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
10998/2021,M353550,guia de paragolpes tras izq,Sustituir,0.20,Otro
10998/2021,M353550,guia de paragolpes tras der,Sustituir,0.20,Otro
10998/2021,M353550,tapa de baul,Sustituir,1.00,Tapa de Baul
10998/2021,M353550,insignia emblema kit tapa baul,Sustituir,0.10,Otro
10998/2021,M353550,guardabarro trasero soldado der,Reparar,0.50,Guardabarro Trasero Derecho
10998/2021,M353550,piso de baul,Reparar,2.00,Otro
10998/2021,M353550,burlete solo contorno tapa baul,Sustituir,0.25,Otro
10998/2021,M353550,guardabarro trasero soldado izq,Reparar,0.50,Guardabarro Trasero Izquierdo
10998/2021,M353550,bisagra de baul izq,Reparar,0.50,Otro
10998/2021,M353550,bisagra de baul der,Reparar,0.50,Otro
10998/2021,M353550,alma paragolpe tras plastico,Sustituir,0.50,Otro
10998/2021,M353550,panel trasero cola,Sustituir,6.00,Panel Trasero
10998/2021,M353550,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
10998/2021,M353550,farol trasero der,Sustituir,0.25,Farol Trasero Derecho
10998/2021,M353550,tapizado baul compl burlt y alfomb,SYC,0.60,Otro
10998/2021,M353550,aloj faro tras(izqder) izq,Reparar,2.00,Otro
10998/2021,M353550,aloj faro tras(izqder) der,Reparar,2.00,Otro
11051/2021,M352750,puerta tras desarme compl izq,Sustituir,4.00,Puerta Trasera Izquierda
11051/2021,M352750,vidrio de pta tras izq,Sustituir,1.00,Otro
11051/2021,M352750,ventilete ptatrasizq,Sustituir,0.50,Otro
11051/2021,M352750,guia de vidrio vertical chapa ptatrasizq,Sustituir,0.00,Otro
11051/2021,M352750,burlete goma ventilete ptatrasizq,Sustituir,0.25,Otro
11051/2021,M352750,12 coliza exterior ptatrasizq,Sustituir,0.20,Otro
11051/2021,M352750,burlete goma corre vidrio ptatrasizq,Sustituir,0.25,Otro
11051/2021,M352750,tapizado ptatrasizq,Sustituir,0.50,Otro
11051/2021,M352750,alza cristal manual ptatrasizq,Sustituir,0.00,Otro
11051/2021,M352750,cierre de puerta trasizq,Sustituir,0.00,Otro
11051/2021,M352750,12 coliza interior ptatrasizq,Sustituir,0.20,Otro
11051/2021,M352750,moldura puerta tras izq np,Sustituir,0.20,Otro
11051/2021,M352750,manija puerta exterior trasizq,Sustituir,0.00,Otro
11051/2021,M352750,burlete goma ptatrasizq,Sustituir,0.25,Otro
11051/2021,M352750,bloqueo puerta trasera izq,Sustituir,0.00,Otro
11051/2021,M352750,guardabarro soldado trasero izq,Sustituir,8.00,Guardabarro Trasero Izquierdo
11051/2021,M352750,tapizado plastico inttrasizq,Sustituir,0.50,Otro
11051/2021,M352750,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
11051/2021,M352750,moldura gotero de techo izq,Sustituir,0.10,Otro
11051/2021,M352750,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
11051/2021,M352750,guia de paragolpes trasizq,Sustituir,0.20,Otro
11051/2021,M352750,guia de paragolpes trasder,Sustituir,0.20,Otro
11051/2021,M352750,asiento trasero,SYC,0.80,Otro
11051/2021,M352750,tapizado de techo,SYC,2.00,Otro
11051/2021,M352750,"tapizados varios,burletes alfombras",SYC,2.00,Otro
11051/2021,M352750,cinto seguridad izq,SYC,0.50,Otro
11051/2021,M352750,farol trasero der,SYC,0.25,Farol Trasero Derecho
11051/2021,M352750,caY=o de llenado de comb,SYC,0.25,Otro
11051/2021,M352750,bucheglass trasizq,SYC,0.30,Otro
11051/2021,M352750,pasarrueda trasero izq,Reparar,4.00,Otro
11051/2021,M352750,contra zocalo,Reparar,3.00,Otro
11051/2021,M352750,alineacion,Sustituir,0.00,Otro
11051/2021,M352750,bisagra puerta trasizq x2,Reparar,1.00,Otro
11051/2021,M352750,chorizo izq de techo,Reparar,3.00,Otro
11051/2021,M352750,montante centrales,Reparar,3.00,Otro
11051/2021,M352750,tapa ext deposito comb,Reparar,1.00,Otro
11051/2021,M352750,asiento delantero izq,SYC,0.60,Otro
11051/2021,M352750,techo,Reparar,4.00,Techo
11051/2021,M352750,zocalo izq,Sustituir,6.00,Zocalo Izquierdo
11054/2021,M353577,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
11054/2021,M353577,bucheglass del izq,Sustituir,0.30,Otro
11054/2021,M353577,guia de paragolpes del izq,Sustituir,0.20,Otro
11054/2021,M353577,guia de paragolpes del der,Sustituir,0.20,Otro
11054/2021,M353577,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
11054/2021,M353577,puerta tras desarme compl izq,Reparar,6.00,Puerta Trasera Izquierda
11054/2021,M353577,faroles delantero der,SYC,0.50,Farol Delantero Derecho
11054/2021,M353577,guardabarro trasero soldado izq,Reparar,3.00,Guardabarro Trasero Izquierdo
11054/2021,M353577,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
11054/2021,M353577,paragolpe trasero,SYC,1.00,Paragolpe Trasero
11054/2021,M353577,bucheglass del der,SYC,0.30,Otro
11054/2021,M353577,paragolpe del con accesorios,Reparar,4.00,Paragolpe Delantero
11054/2021,M353577,farol trasero der,SYC,0.25,Farol Trasero Derecho
11054/2021,M353577,llanta a reparar del izq gagliano,Sustituir,0.00,Otro
11061/2021,M354064,zocalo izq,Reparar,2.00,Zocalo Izquierdo
11061/2021,M354064,guardabarro trasero soldado izq,Reparar,3.00,Guardabarro Trasero Izquierdo
11061/2021,M354064,pasarrueda trasero izq,Reparar,3.00,Otro
11061/2021,M354064,puertas tras des parcial izq,Reparar,2.00,Puerta Trasera Izquierda
11061/2021,M354064,llanta tras izq,Reparar,2.00,Otro
11061/2021,M354064,balancear x1,Sustituir,0.00,Otro
11061/2021,M354064,alineacion,Sustituir,0.00,Otro
11061/2021,M354064,paragolpe trasero,Reparar,2.00,Paragolpe Trasero
11061/2021,M354064,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
11061/2021,M354064,bucheglass tras izq,SYC,0.30,Otro
11073/2021,M354668,luneta tras,Sustituir,1.00,Otro
11073/2021,M354668,kit pegado,Sustituir,0.00,Otro
11073/2021,M354668,lamina de vidrio luneta,Sustituir,0.00,Otro
11073/2021,M354668,brazos y escob de luneta,Sustituir,0.10,Otro
11073/2021,M354668,tapa baul hatch,Sustituir,2.50,Tapa de Baul
11073/2021,M354668,insignia emblema kit tapa baul,Sustituir,0.10,Otro
11073/2021,M354668,moldura tapa valija negra,Sustituir,0.30,Otro
11073/2021,M354668,paragolpe trasero,Reparar,2.00,Paragolpe Trasero
11074/2021,M354657,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
11074/2021,M354657,espejo retrovextelectrico izq,Sustituir,0.40,Otro
11074/2021,M354657,paragolpe del con accesorios,Reparar,3.50,Paragolpe Delantero
11074/2021,M354657,puerta delantera des parcial izq,Reparar,6.00,Puerta Delantera Izquierda
11074/2021,M354657,tasa,Sustituir,0.00,Otro
11074/2021,M354657,insignia emblema pta del izq (move),Sustituir,0.10,Otro
11074/2021,M354657,montante de parabrisas izq,Reparar,2.00,Otro
11074/2021,M354657,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
11074/2021,M354657,faroles delantero der,SYC,0.50,Farol Delantero Derecho
11074/2021,M354657,bucheglass del izq,SYC,0.50,Otro
11074/2021,M354657,12 coliza exterior izq,Sustituir,0.20,Otro
11074/2021,M354657,bagueta pta izq,Sustituir,0.00,Otro
11074/2021,M354657,plastico cont espejo np izq,Sustituir,0.00,Otro
11081/2021,M354301,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
11081/2021,M354301,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
11081/2021,M354301,capot,Sustituir,1.00,Capot
11081/2021,M354301,paragolpe delantero,Sustituir,1.00,Paragolpe Delantero
11081/2021,M354301,radiador de agua,SYC,0.80,Otro
11081/2021,M354301,refrigerante,Sustituir,0.00,Otro
11081/2021,M354301,frente superior atornillado,Reparar,4.00,Otro
11081/2021,M354301,alma de paragolpe delantera,Reparar,1.00,Otro
11081/2021,M354301,frente vertical izq,Reparar,2.00,Otro
11081/2021,M354301,pasarrueda delantero izq,Reparar,6.00,Otro
11081/2021,M354301,bisagras capot x2,Reparar,1.00,Otro
11081/2021,M354301,cabl sist electrico,SYC,1.00,Otro
11081/2021,M354301,puerta delan desarme completo izq,Reparar,3.00,Puerta Delantera Izquierda
11081/2021,M354301,alineacion,Sustituir,0.00,Otro
11081/2021,M354301,faroles delantero der,SYC,0.50,Farol Delantero Derecho
11088/2021,M351160,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
11088/2021,M351160,zocalo der,Reparar,2.00,Zocalo Derecho
11088/2021,M351160,puerta tras desarme compl der,Reparar,4.00,Puerta Trasera Derecha
11088/2021,M351160,puerta delan desarme completo der,Reparar,4.00,Puerta Delantera Derecha
11088/2021,M351160,guardabarro trasero soldado der,Reparar,2.00,Guardabarro Trasero Derecho
11088/2021,M351160,espejo retrovextelectrico der,Sustituir,0.40,Otro
11088/2021,M351160,paragolpe trasero,SYC,1.00,Paragolpe Trasero
11088/2021,M351160,paragolpe del con accesorios,Reparar,2.00,Paragolpe Delantero
11088/2021,M351160,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
11088/2021,M351160,faroles delantero der,SYC,0.50,Farol Delantero Derecho
11088/2021,M351160,"tapizados varios,burletes",SYC,0.50,Otro
11088/2021,M351160,bucheglass tras der,SYC,0.30,Otro
11095/2021,M351135,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
11095/2021,M351135,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
11095/2021,M351135,bucheglass izq,Sustituir,0.30,Otro
11095/2021,M351135,guia de paragolpes izq,Sustituir,0.20,Otro
11095/2021,M351135,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
11095/2021,M351135,marco faro led (cled),SYC,0.10,Otro
11095/2021,M351135,marco semioptico marco semioptic izq,Sustituir,0.10,Otro
11095/2021,M351135,soporte guard del izq chapa,Sustituir,0.20,Otro
11095/2021,M351135,faro led izq,Sustituir,0.20,Otro
11095/2021,M351135,broches jgo pgpe,Sustituir,0.00,Otro
11095/2021,M351135,broches jgo guardabarro izq,Sustituir,0.00,Otro
11095/2021,M351135,broches jgo buche,Sustituir,0.00,Otro
11095/2021,M351135,fender del (izqder) izq,Sustituir,0.30,Otro
11095/2021,M351135,fender del (izqder) fender pgpe izq,Sustituir,0.30,Otro
11095/2021,M351135,junta guard del izq junta guard,Sustituir,0.10,Otro
11095/2021,M351135,careta,SYC,0.50,Otro
11095/2021,M351135,capot,Reparar,1.50,Capot
11095/2021,M351135,aloj faro del (derizq) base izq,Reparar,1.00,Otro
11095/2021,M351135,puerta delantera des parcial izq,Reparar,1.50,Puerta Delantera Izquierda
11097/2021,M353724,airbag chofer,Sustituir,1.00,Otro
11097/2021,M353724,airbag acompa$?ante,Sustituir,1.00,Otro
11097/2021,M353724,disparador airbag,Sustituir,0.40,Otro
11097/2021,M353724,rulo volante rulo volante,Sustituir,0.00,Otro
11097/2021,M353724,cinto seguridad dealantero izq,Sustituir,0.50,Otro
11097/2021,M353724,cinto seguridad delantero der,Sustituir,0.50,Otro
11097/2021,M353724,parabrisas,Sustituir,2.00,Otro
11097/2021,M353724,kit pegado,Sustituir,0.00,Otro
11097/2021,M353724,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
11097/2021,M353724,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
11097/2021,M353724,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
11097/2021,M353724,tapa de enganche de paragolpe np,Sustituir,0.00,Otro
11097/2021,M353724,guia de paragolpes del izq,Sustituir,0.20,Otro
11097/2021,M353724,guia de paragolpes del der,Sustituir,0.20,Otro
11097/2021,M353724,bandeja inf paragolpe delantero,Sustituir,0.15,Otro
11097/2021,M353724,absorb de parag sup plastica,Sustituir,0.20,Otro
11097/2021,M353724,alma de paragolpe delantera chapa,Sustituir,0.50,Otro
11097/2021,M353724,careta,Sustituir,0.50,Otro
11097/2021,M353724,moldura cromada careta,Sustituir,0.10,Otro
11097/2021,M353724,insignia emblema careta np,Sustituir,0.10,Otro
11097/2021,M353724,bandeja superior paragolpe cubre fte(ccareta),SYC,0.20,Otro
11097/2021,M353724,capot,Sustituir,1.00,Capot
11097/2021,M353724,bisagras capot izq,Sustituir,0.25,Otro
11097/2021,M353724,bisagras capot der,Sustituir,0.25,Otro
11097/2021,M353724,frente superior atornillado central,Sustituir,2.00,Otro
11097/2021,M353724,multiple admision,Sustituir,0.50,Otro
11097/2021,M353724,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
11097/2021,M353724,deposito lp,Sustituir,0.20,Otro
11097/2021,M353724,motor depos agua lp bomba (cdeposito),SYC,0.50,Otro
11097/2021,M353724,encausador aire juego completo,Sustituir,0.20,Otro
11097/2021,M353724,bucheglass delantero izq,Sustituir,0.30,Otro
11097/2021,M353724,bucheglass delantero der,Sustituir,0.30,Otro
11097/2021,M353724,ducto entrada faire deflector,Sustituir,0.15,Otro
11097/2021,M353724,ducto entrada faire img 8742,Sustituir,0.15,Otro
11097/2021,M353724,radiador de agua,Sustituir,0.80,Otro
11097/2021,M353724,deposito de agua rad,Sustituir,0.25,Otro
11097/2021,M353724,refrigerante,Sustituir,0.00,Otro
11097/2021,M353724,condensador de aa,Sustituir,1.00,Otro
11097/2021,M353724,carga de gas,Sustituir,0.00,Otro
11097/2021,M353724,alternador,Sustituir,0.50,Otro
11097/2021,M353724,compresor de ac ???,Sustituir,0.80,Otro
11097/2021,M353724,reseteo sistema,Sustituir,0.00,Otro
11097/2021,M353724,bajada frente der,Reparar,3.00,Otro
11097/2021,M353724,bajada frente izq,Reparar,3.00,Otro
11097/2021,M353724,guardabarro delantero der,Reparar,3.00,Guardabarro Delantero Derecho
11097/2021,M353724,sacarcolocar motor,SYC,6.00,Otro
11097/2021,M353724,medio chasis del der,Reparar,7.00,Otro
11097/2021,M353724,medio chasis del izq,Reparar,8.00,Otro
11097/2021,M353724,vanos motor,SYC,1.00,Otro
11097/2021,M353724,pasarrueda delantero izq,Reparar,5.00,Otro
11097/2021,M353724,pasarrueda delantero der,Reparar,4.00,Otro
11097/2021,M353724,puerta delantera des parcial der,Reparar,2.00,Puerta Delantera Derecha
11110/2021,M352538,spoiler tras paragolpe infer,Sustituir,0.50,Otro
11110/2021,M352538,tapa baul hatch,Reparar,8.00,Tapa de Baul
11110/2021,M352538,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
11110/2021,M352538,farol trasero der,SYC,0.25,Farol Trasero Derecho
11110/2021,M352538,kit pegado luneta,Sustituir,0.00,Otro
11110/2021,M352538,luneta tras,Sustituir,1.00,Otro
11110/2021,M352538,fletes,Sustituir,0.00,Otro
11110/2021,M352538,insignia emblema clio tapa,Sustituir,0.10,Otro
11110/2021,M352538,insignia emblema logo tapa,Sustituir,0.10,Otro
11110/2021,M352538,spoiler tras sup porton,Reparar,1.00,Otro
11110/2021,M352538,paragolpe trasero,Reparar,3.00,Paragolpe Trasero
11110/2021,M352538,cabl sist electrico,SYC,1.00,Otro
11110/2021,M352538,bucheglass tras izq,SYC,0.30,Otro
11110/2021,M352538,bucheglass tras der,SYC,0.30,Otro
11115/2021,M354023,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
11115/2021,M354023,paragolpe delantero,SYC,1.00,Paragolpe Delantero
11115/2021,M354023,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
11115/2021,M354023,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
11115/2021,M354023,bucheglass del der,SYC,0.50,Otro
11115/2021,M354023,puerta delantera des parcial der,Reparar,4.00,Puerta Delantera Derecha
11115/2021,M354023,panel latinfderde fur,Reparar,2.00,Otro
11115/2021,M354023,cantonera tras der,SYC,0.25,Otro
