Siniestro,DENUNCIA,Pieza,Tarea,Horas
5193/2021,M342677,RELLENO DE ASIENTO DEL DER                 ,Sustituir,0.00
5193/2021,M342677,AIR BAG LATERAL asiento del DER     ,Sustituir,1.00
5193/2021,M342677,TAPIZADO SUP DE MONTANTE CENTRAL DER         ,Sustituir,0.50
5193/2021,M342677,GUIA DE PARAGOLPES del x2              ,Sustituir,0.20
5193/2021,M342677,REJILLA TORPEDO                     ,Sustituir,0.50
5193/2021,M342677,SOPORTE VARILLA DE CAPOT .                   ,Sustituir,0.00
5193/2021,M342677,RADIADOR DE AGUA                     ,Sustituir,0.80
5193/2021,M342677,CONDENSADOR DE A/A                     ,Sustituir,1.00
5193/2021,M342677,TRAVESA¥O DE SUSP. puente del          ,Sustituir,3.00
5193/2021,M342677,CAJA DISPARADORA                     ,Sustituir,0.50
5193/2021,M342677,LIQUIDOS caja cambio         ,Sustituir,0.00
5193/2021,M342677,CREMALLERA electrica           ,Sustituir,1.00
5193/2021,M342677,BARRA ESTABILIZADORA del                 ,Sustituir,1.00
5193/2021,M342677,MEDIO CHASIS DEL. DER                 ,Reparar,4.00
5193/2021,M342677,RESETEO SISTEMA                     ,Sustituir,0.00
5193/2021,M342677,MEDIO CHASIS DEL. IZQ                 ,Reparar,2.00
5193/2021,M342677,"TAPIZADOS VARIOS,ALF,BURLETE                     ",SYC,2.00
5193/2021,M342677,TECHO                     ,Reparar,3.00
5193/2021,M342677,MONTANTE DELAN. DER                 ,Reparar,2.00
5193/2021,M342677,PASARRUEDA  DELANTERO DER                 ,Reparar,4.00
5193/2021,M342677,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,2.00
5193/2021,M342677,PUERTAS TRAS. DES. PARCIAL DER                 ,Reparar,2.00
5193/2021,M342677,GUARDABARRO TRASERO SOLDADO IZQ                 ,Reparar,4.00
5193/2021,M342677,PUERTAS TRAS. DES. PARCIAL IZQ                 ,Reparar,2.00
5193/2021,M342677,PARAGOLPE TRASERO                     ,Reparar,1.50
5193/2021,M342677,FAROL TRASERO IZQ                 ,SYC,0.25
5193/2021,M342677,FAROL TRASERO DER                 ,SYC,0.25
5195/2021,M347638,GUIA DE PARAGOLPES IZQ                 ,Sustituir,0.20
5195/2021,M347638,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
5195/2021,M347638,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
5195/2021,M347638,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
5195/2021,M347638,BUCHEGLASS DER                 ,Sustituir,0.30
5195/2021,M347638,PARABRISAS                     ,Sustituir,2.00
5195/2021,M347638,KIT PEGADO                     ,Sustituir,0.00
5195/2021,M347638,BAGUETA parabrisas          ,Sustituir,0.00
5195/2021,M347638,PUERTA DELAN. DESARME COMPLETO DER                 ,Sustituir,5.00
5195/2021,M347638,CALCOS pta del DER         ,Sustituir,0.00
5195/2021,M347638,ESPEJO RETROV.EXT.ELECTRICO DER                 ,Sustituir,0.00
5195/2021,M347638,ESPEJO RETROV.EXT.ELECTRICO tapa                ,Sustituir,0.00
5195/2021,M347638,VIDRIO DE PTA. DEL. DER                 ,Sustituir,0.00
5195/2021,M347638,COLIZAS de vidrio pta d DER ,Sustituir,0.00
5195/2021,M347638,ALZA CRIST. ELECTRICO pta del DER         ,Sustituir,0.00
5195/2021,M347638,PUERTA TRAS.  DESARME COMPL. DER                 ,Sustituir,5.00
5195/2021,M347638,CALCOS pta tras DER        ,Sustituir,0.00
5195/2021,M347638,MONTANTE CENTRALES DER                 ,Sustituir,6.00
5195/2021,M347638,ZOCALO DER                 ,Sustituir,6.00
5195/2021,M347638,FAROL TRASERO DER                 ,Sustituir,0.25
5195/2021,M347638,FAROL TRASERO IZQ                 ,SYC,0.25
5195/2021,M347638,GUARDABARRO SOLDADO TRASERO IZQ                 ,Sustituir,8.00
5195/2021,M347638,PUERTA TRAS.  DESARME COMPL. IZQ                 ,Sustituir,5.00
5195/2021,M347638,CALCOS pta tras IZQ        ,Sustituir,0.00
5195/2021,M347638,CALCOS pta del IZQ         ,Sustituir,0.00
5195/2021,M347638,MANIJA PUERTA trasera IZQ         ,Sustituir,0.00
5195/2021,M347638,ESPEJO RETROV.EXT.ELECTRICO tapa IZQ            ,Sustituir,0.40
5195/2021,M347638,TAPA EXT. DEPOSITO COMB.                     ,Sustituir,0.20
5195/2021,M347638,ASIENTO TRASERO                     ,SYC,0.80
5195/2021,M347638,PASARRUEDA TRASERO IZQ                 ,Reparar,6.00
5195/2021,M347638,ZOCALO IZQ                 ,Reparar,3.00
5195/2021,M347638,CARETA                     ,SYC,0.50
5195/2021,M347638,ALINEACION 2 trenes            ,Sustituir,0.00
5195/2021,M347638,MONTANTE DE PARABRISAS IZQ                     ,Reparar,1.50
5195/2021,M347638,CHORIZO TECHO IZQ .                   ,Reparar,2.00
5195/2021,M347638,PUERTA DELAN. DESARME COMPLETO IZQ                 ,Reparar,3.00
5195/2021,M347638,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,2.00
5195/2021,M347638,ASIENTO DELANTERO DER                 ,SYC,0.60
5195/2021,M347638,TAPIZADOS tapizado            ,SYC,3.00
5195/2021,M347638,PISO DEL. der                 ,Reparar,4.00
5195/2021,M347638,PISO TRASERO der                 ,Reparar,3.00
5195/2021,M347638,TRAVESA¥O DE PISO .                   ,Reparar,2.00
5195/2021,M347638,CONTRA ZOCALO DER                 ,Reparar,6.00
5195/2021,M347638,MONTANTE DELAN. DER                 ,Reparar,8.00
5195/2021,M347638,BISAGRAS PUERTAS 2 del DER           ,Reparar,2.00
5195/2021,M347638,BISAGRAS PUERTAS 2 trasero DER       ,Sustituir,0.25
5195/2021,M347638,CIERRE DE PUERTA del.el‚ctrica DER   ,Sustituir,0.00
5195/2021,M347638,GUIA DE VIDRIO pta del DER         ,Sustituir,0.00
5195/2021,M347638,PISADERA delantero DER       ,Sustituir,0.50
5195/2021,M347638,TAPIZADO MONTANTE CENTRAL der                 ,Sustituir,0.50
5195/2021,M347638,TAPIZADO pta del DER         ,Sustituir,0.00
5195/2021,M347638,TABLERO COMPLETO                     ,Sustituir,6.00
5195/2021,M347638,LIMITADOR PTA DEL der                 ,Sustituir,0.00
5195/2021,M347638,ALZA CRISTAL pta tras DER        ,Sustituir,0.00
5195/2021,M347638,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
5195/2021,M347638,PALANCA CAMBIOS AUTOMATICO .                   ,Sustituir,0.50
5195/2021,M347638,CUBIERTA 175.6515            ,Sustituir,0.10
5195/2021,M347638,TRAVESA¥O DE SUSP. trasero             ,Sustituir,3.00
5195/2021,M347638,RULEMAN DE MASA tras IZQ            ,Sustituir,0.50
5195/2021,M347638,AMORTIGUADOR TRAS. IZQ                 ,Sustituir,0.40
5195/2021,M347638,CINTO SEGURIDAD IZQ                 ,Sustituir,0.50
5195/2021,M347638,ESCANEO SISTEMA                     ,Sustituir,0.00
5199/2021,M342685,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
5199/2021,M342685,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
5199/2021,M342685,GUIA DE PARAGOLPES del. x2             ,Sustituir,0.20
5199/2021,M342685,ALMA DE PARAGOLPE DELANTERA                     ,Reparar,1.50
5199/2021,M342685,REJILLA CENT.DE PARAG.                     ,Sustituir,0.10
5199/2021,M342685,ENCAUSADOR AIRE IZQ                 ,Sustituir,0.20
5199/2021,M342685,CAMINERO IZQ                 ,Sustituir,0.00
5199/2021,M342685,ALOJ. FARO DEL . (DER./IZQ) soporte inferio IZQ ,Reparar,2.00
5199/2021,M342685,SOPORTE guardabarro del IZQ ,Reparar,1.00
5199/2021,M342685,BUCHEGLASS del. IZQ            ,Sustituir,0.30
5199/2021,M342685,BUCHEGLASS del. DER            ,SYC,0.30
5199/2021,M342685,CAPOT                     ,Reparar,3.00
5199/2021,M342685,MEDIO CHASIS DEL. IZQ                 ,Reparar,3.00
5199/2021,M342685,PASARRUEDA  DELANTERO IZQ                 ,Reparar,2.00
5199/2021,M342685,FRENTE SUPERIOR ATORNILLADO                     ,Reparar,4.00
5199/2021,M342685,RADIADOR DE AGUA                     ,SYC,0.80
5199/2021,M342685,CONDENSADOR DE A/A                     ,SYC,1.00
5199/2021,M342685,CARGA DE GAS                     ,Sustituir,0.00
5199/2021,M342685,REFRIGERANTE                     ,Sustituir,0.00
5199/2021,M342685,FLETES                     ,Sustituir,0.00
5199/2021,M342685,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
5199/2021,M342685,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
5199/2021,M342685,TORRE SUSP. DEL. IZQ larguero pasarueda  ,Reparar,3.00
5199/2021,M342685,FLETES                     ,Sustituir,0.00
5200/2021,M330873,CAPOT                     ,Sustituir,1.00
5200/2021,M330873,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
5200/2021,M330873,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
5200/2021,M330873,REJILLA CENT.DE PARAG. inferior            ,Sustituir,0.10
5200/2021,M330873,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,3.00
5200/2021,M330873,BISAGRAS CAPOT IZQ                 ,Reparar,0.50
5200/2021,M330873,BISAGRAS CAPOT DER                 ,Reparar,0.50
5200/2021,M330873,FRENTE SOLDADO COMPLETO superior            ,Reparar,4.00
5200/2021,M330873,CARETA                     ,SYC,0.50
5200/2021,M330873,VANOS MOTOR desarme fte         ,SYC,1.00
5219/2021,M345205,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
5219/2021,M345205,BUCHEGLASS Del IZQ             ,Sustituir,0.30
5219/2021,M345205,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
5219/2021,M345205,REJILLA CENT.DE PARAG. DEL (Inferior)      ,Sustituir,0.10
5219/2021,M345205,CAPOT AJUSTAR             ,Reparar,1.00
5219/2021,M345205,ALMA DE PARAGOLPE DELANTERA                     ,Reparar,2.00
5219/2021,M345205,BUCHEGLASS DEL DER             ,SYC,0.30
5219/2021,M345205,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
5219/2021,M345205,CONDENSADOR DE A/A COLGAR              ,SYC,1.00
5219/2021,M345205,MEDIO CHASIS DEL. IZQ                 ,Reparar,4.00
5219/2021,M345205,RADIADOR DE AGUA COLGAR              ,SYC,0.80
5219/2021,M345205,CARETA .                   ,Sustituir,0.50
5235/2021,M347677,CUBIERTA 165/70/14contin     ,Sustituir,0.10
5235/2021,M347677,LLANTA Chapa               ,Sustituir,0.50
5235/2021,M347677,TASA/S                     ,Sustituir,0.00
5235/2021,M347677,FENDER DEL. (IZQ./DER.) del IZQ             ,Sustituir,0.30
5235/2021,M347677,BUCHEGLASS del IZQ             ,Sustituir,0.30
5235/2021,M347677,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
5235/2021,M347677,PUERTA DELANTERA DES. PARCIAL                     ,Reparar,4.00
5235/2021,M347677,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
5235/2021,M347677,GUIA DE PARAGOLPES del IZQ             ,Sustituir,0.20
5235/2021,M347677,AMORTIGUADOR DEL. IZQ                 ,Sustituir,1.00
5235/2021,M347677,PUNTERO DIRECCION IZQ                 ,Sustituir,0.25
5235/2021,M347677,BARRA DIRECCION IZQ                 ,Sustituir,0.25
5235/2021,M347677,BROCHES                     ,Sustituir,0.00
5235/2021,M347677,PASARRUEDA  DELANTERO y sop guard.IZQ     ,Reparar,2.00
5235/2021,M347677,ZOCALO IZQ                 ,Reparar,1.00
5235/2021,M347677,CAPOT                     ,Reparar,1.00
5235/2021,M347677,FAROL/ES DELANTERO/S izq                 ,SYC,0.50
5235/2021,M347677,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,3.00
5235/2021,M347677,BALANCEAR                     ,Sustituir,0.00
5235/2021,M347677,ALINEACION                     ,Sustituir,0.00
5235/2021,M347677,BISAGRAS PUERTAS x2 del izq          ,Reparar,1.00
5249/2021,M335346,PARAGOLPE TRASERO                     ,Sustituir,1.00
5249/2021,M335346,GUIA DE PARAGOLPES Tras IZQ            ,Sustituir,0.20
5249/2021,M335346,GUIA DE PARAGOLPES Tras DER            ,Sustituir,0.20
5249/2021,M335346,FARO REFLECTIVO Pgolp tras IZQ      ,Sustituir,0.00
5249/2021,M335346,FARO REFLECTIVO Pgolp tras DER      ,Sustituir,0.00
5249/2021,M335346,ALMA PARAGOLPE TRAS                     ,Sustituir,0.50
5249/2021,M335346,PANEL TRASERO Cola                ,Sustituir,6.00
5249/2021,M335346,TAPA BAUL HATCH                     ,Sustituir,2.50
5249/2021,M335346,CIERRE DE PUERTA Tapa baul Sup       ,Sustituir,0.00
5249/2021,M335346,TAMBOR DE PTA/ TAPA VAL.                     ,Sustituir,0.18
5249/2021,M335346,INSIGNIA - EMBLEMA kit tapa baul       ,Sustituir,0.10
5249/2021,M335346,TAPIZADO  DE BAUL PANEL COLA                     ,Sustituir,0.20
5249/2021,M335346,CIERRE DE PUERTA Tapa ba£l Inf       ,Sustituir,0.00
5249/2021,M335346,BURLETE SOLO Contorno baul       ,Sustituir,0.25
5249/2021,M335346,TAPIZADO BAUL COMPL.                     ,SYC,0.60
5249/2021,M335346,FAROL TRASERO DER                 ,SYC,0.25
5249/2021,M335346,FAROL TRASERO tapa izq            ,SYC,0.25
5249/2021,M335346,FAROL TRASERO tapa der            ,SYC,0.25
5249/2021,M335346,GUARDABARRO TRASERO SOLDADO IZQ                 ,Reparar,1.50
5249/2021,M335346,FAROL TRASERO IZQ                 ,SYC,0.25
5249/2021,M335346,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,1.50
5249/2021,M335346,BURLETE SOLO BAUL                ,SYC,0.25
5249/2021,M335346,PISO DE BAUL                     ,Reparar,4.00
5249/2021,M335346,UNIFICAR LLAVES X 1 TAPA  BAUL      ,Sustituir,0.00
5249/2021,M335346,SOPORTE ALMA PARAG. TRAS. IZQ                 ,Reparar,2.00
5249/2021,M335346,SOPORTE ALMA PARAG. TRAS. DER                 ,Reparar,2.00
5253/2021,M342688,PARAGOLPE TRASERO                     ,Reparar,3.00
5253/2021,M342688,BUCHEGLASS tras. IZQ           ,SYC,0.30
5253/2021,M342688,BUCHEGLASS tras. DER           ,SYC,0.30
5256/2021,M347663,PUERTA DELAN. DESARME COMPLETO IZQ                 ,Sustituir,5.00
5256/2021,M347663,CALCOS 2 pta.del IZQ       ,Sustituir,0.00
5256/2021,M347663,CALCOS pta tras IZQ        ,Sustituir,0.00
5256/2021,M347663,TAPA ESPEJO EXTERIOR izq                 ,Sustituir,0.30
5256/2021,M347663,1/2 COLIZA pta del IZQ         ,Sustituir,0.20
5256/2021,M347663,COLIZAS pta del IZQ         ,Sustituir,0.00
5256/2021,M347663,ARO CILINDRO PTA izq                 ,Sustituir,0.00
5256/2021,M347663,ALZA CRIST. ELECTRICO delantero IZQ       ,Sustituir,0.00
5256/2021,M347663,CIERRE DE PUERTA del IZQ             ,Sustituir,0.00
5256/2021,M347663,GUIA DE VIDRIO pta del.contra IZQ  ,Sustituir,0.00
5256/2021,M347663,MONTANTE CENTRALES IZQ (c/zocalo)      ,SYC,6.00
5256/2021,M347663,ZOCALO IZQ (c/mont centr)  ,Sustituir,6.00
5256/2021,M347663,PUERTA TRAS.  DESARME COMPL.                     ,Sustituir,5.00
5256/2021,M347663,BISAGRAS PUERTAS inferior tras IZQ   ,Sustituir,0.25
5256/2021,M347663,BURLETE SOLO filo pta tras       ,Sustituir,0.00
5256/2021,M347663,ALZA CRIST. ELECTRICO trasero IZQ         ,Sustituir,0.00
5256/2021,M347663,DISPARADOR AIRBAG                     ,Sustituir,0.40
5256/2021,M347663,ESCANEO SISTEMA                     ,Sustituir,0.00
5256/2021,M347663,AIR BAG LATERAL cortina IZQ         ,Sustituir,1.00
5256/2021,M347663,TAPIZADO DE TECHO                     ,SYC,2.00
5256/2021,M347663,AIR BAG LATERAL asiento del IZQ     ,Sustituir,1.00
5256/2021,M347663,FUNDA TAPIZADO RESPALDO asto del izq        ,Sustituir,0.50
5256/2021,M347663,RELLENO RESPALDO ASTO DEL izq                 ,Sustituir,1.00
5256/2021,M347663,RELLENO RESPALDO ASTO DEL der                 ,Sustituir,1.00
5256/2021,M347663,FUNDA TAPIZADO RESPALDO asto del der        ,Sustituir,0.50
5256/2021,M347663,ASIENTO DELANTERO sac./desarmar       ,Reparar,2.50
5256/2021,M347663,BANDEJA PORTA PAQUETES                     ,Sustituir,0.20
5256/2021,M347663,MARCO BOTON ALZACRISTAL tras der            ,Sustituir,0.00
5256/2021,M347663,CINTO SEGURIDAD IZQ                 ,Sustituir,0.50
5256/2021,M347663,LAMINA DE VIDRIO del IZQ             ,Sustituir,0.00
5256/2021,M347663,LAMINA DE VIDRIO tras IZQ            ,Sustituir,0.00
5256/2021,M347663,GUARDABARRO TRASERO SOLDADO                     ,Reparar,6.00
5256/2021,M347663,PARAGOLPE TRASERO                     ,Reparar,2.00
5256/2021,M347663,FAROL TRASERO IZQ                 ,SYC,0.25
5256/2021,M347663,PASARRUEDA TRASERO IZQ                 ,Reparar,4.00
5256/2021,M347663,TECHO                     ,Reparar,2.00
5256/2021,M347663,ASIENTO TRASERO                     ,SYC,0.80
5256/2021,M347663,PISO TRASERO IZQ                 ,Reparar,2.00
5256/2021,M347663,VIDRIOS FIJOS IZQ                 ,SYC,0.80
5256/2021,M347663,MONTANTE CENTRALES interior IZQ        ,Reparar,4.00
5256/2021,M347663,CABL. SIST. ELECTRICO                     ,SYC,1.00
5256/2021,M347663,CHORIZO TECHO IZQ .                   ,Reparar,3.00
5256/2021,M347663,CONTRA ZOCALO IZQ                 ,Reparar,5.00
5256/2021,M347663,ASIENTO DELANTERO DER                 ,Reparar,3.00
5256/2021,M347663,GUARDABARRO/S DELANTERO/S IZQ                 ,SYC,1.50
5256/2021,M347663,MONTANTE TRAS. IZQ                 ,Reparar,4.00
5256/2021,M347663,MANIJA PUERTA del IZQ             ,Reparar,0.00
5256/2021,M347663,MANIJA PUERTA tras IZQ            ,Reparar,0.00
5256/2021,M347663,TAPIZADOS LATERALES tapizados IZQ       ,Reparar,2.00
5267/2021,M347471,TAPA DE ENGANCHE DE PARAGOLPE                     ,Sustituir,0.00
5267/2021,M347471,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
5267/2021,M347471,BUCHEGLASS del DER             ,Sustituir,0.30
5267/2021,M347471,FAROL TRASERO IZQ                 ,Sustituir,0.25
5267/2021,M347471,FAROL TRASERO DER                 ,Sustituir,0.25
5267/2021,M347471,ABSORB. DE PARAG. SUP. trasero             ,Sustituir,0.20
5267/2021,M347471,PARAGOLPE TRASERO                     ,Sustituir,1.00
5267/2021,M347471,PANEL TRASERO                     ,Sustituir,6.00
5267/2021,M347471,BURLETE SOLO baul                ,Sustituir,0.25
5267/2021,M347471,TAPA DE BAUL                     ,Sustituir,1.00
5267/2021,M347471,BUCHEGLASS trasero DER         ,Sustituir,0.30
5267/2021,M347471,CIERRE DE PUERTA sup.baul            ,Sustituir,0.00
5267/2021,M347471,CIERRE DE PUERTA inf.baul            ,Sustituir,0.00
5267/2021,M347471,BROCHES jgo pgpe tras       ,Sustituir,0.00
5267/2021,M347471,BROCHES jgo pgpe del        ,Sustituir,0.00
5267/2021,M347471,TAPIZADO DE BAUL PISO                     ,Sustituir,0.20
5267/2021,M347471,TAPIZADO BAUL COMPL.                     ,SYC,0.60
5267/2021,M347471,BISAGRA DE BAUL IZQ                 ,Reparar,0.50
5267/2021,M347471,BISAGRA DE BAUL DER                 ,Reparar,0.50
5267/2021,M347471,CAPOT                     ,Reparar,2.00
5267/2021,M347471,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,1.00
5267/2021,M347471,PARAGOLPE DELANTERO                     ,Reparar,5.00
5267/2021,M347471,CARETA                     ,SYC,0.50
5267/2021,M347471,PISO DE BAUL                     ,Reparar,6.00
5267/2021,M347471,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,6.00
5267/2021,M347471,GUARDABARRO TRASERO SOLDADO IZQ                 ,Reparar,4.00
5267/2021,M347471,FAROL/ES DELANTERO/S izq                 ,SYC,0.50
5273/2021,M347302,PUERTA TRAS.  DESARME COMPL. DER                 ,Sustituir,5.00
5273/2021,M347302,CALCO MONTANTE puer tras x3 DER    ,Sustituir,0.00
5273/2021,M347302,1/2 COLIZA ext tras DER        ,Sustituir,0.20
5273/2021,M347302,MOLDURA PUERTA DEL. DER                 ,Sustituir,0.20
5273/2021,M347302,TASA/S tras DER            ,Sustituir,0.00
5273/2021,M347302,VIDRIO DE PTA. TRAS. DER                 ,Sustituir,1.00
